Purchase_ID,Vendor_Name,Category,Sub_Category,Spend_Amount_INR,Purchase_Date,Region,Payment_Terms,Delivery_Time_Days,Quality_Score,Vendor_Score
PO-12866,Maynard-Wilson,Hardware,Peripherals,1225955.71,2025-05-17,East,Net 45,41,10,73
PO-12867,"Jones, Quinn and Becker",Cloud,Private Cloud,620326.47,2024-04-25,East,Net 45,23,5,97
PO-12868,Shaffer-Bruce,Cloud,AWS,409730.79,2025-01-08,North,On Delivery,41,7,93
PO-12869,"Collins, Mayer and Perkins",Maintenance,Training,1014214.07,2025-03-31,East,Net 45,16,6,94
PO-12870,"Heath, Brown and Hays",Software,Cybersecurity,730495.47,2025-06-21,International,Advance,37,10,86
PO-12871,Lee Inc,Software,ERP Systems,860544.23,2025-04-27,West,Net 45,55,7,74
PO-12872,Higgins and Sons,Software,ERP Systems,753260.5,2024-06-20,West,On Delivery,44,10,81
PO-12873,Lloyd-Ward,Software,Licensing,179924.98,2024-05-22,East,Net 30,43,5,79
PO-12874,Wilson-Vazquez,Maintenance,Support Services,1488761.37,2024-04-13,International,On Delivery,54,6,92
PO-12875,Coleman-Daniels,Hardware,Servers,921897.49,2024-08-28,North,Advance,29,8,74
PO-12876,Daniel-Roberts,Software,SaaS Subscriptions,240692.9,2023-12-15,West,On Delivery,54,10,76
PO-12877,Jimenez Inc,Maintenance,Support Services,287072.91,2023-01-21,North,Advance,19,8,70
PO-12878,"Nelson, Atkins and Cohen",Software,SaaS Subscriptions,1447592.58,2025-10-16,North,On Delivery,59,9,78
PO-12879,Warren Inc,Cloud,Google Cloud,1502300.24,2023-08-07,East,Net 45,57,5,69
PO-12880,Silva and Sons,Hardware,Peripherals,289622.07,2023-11-14,International,Net 45,19,9,60
PO-12881,"Lambert, Walker and James",Software,Licensing,543037.68,2023-07-11,West,Advance,35,5,81
PO-12882,Phillips LLC,Maintenance,System Upgrades,1144915.25,2023-01-26,South,Net 45,44,6,96
PO-12883,Russo Ltd,Maintenance,Repair,1483295.5,2024-05-22,East,Advance,8,10,91
PO-12884,"Brown, Morgan and Taylor",Software,ERP Systems,543201.19,2023-02-11,East,On Delivery,36,6,82
PO-12885,"Rodgers, West and Koch",Cloud,AWS,663949.63,2024-07-27,East,Net 30,11,6,72
PO-12886,Gonzalez-Chambers,Cloud,AWS,305189.61,2025-06-10,International,On Delivery,27,8,90
PO-12887,Gibson and Sons,Consultancy,Audit Services,1707321.91,2024-12-11,South,Advance,52,5,71
PO-12888,"Miller, Owens and Miller",Cloud,Google Cloud,654903.22,2024-09-05,East,On Delivery,19,9,71
PO-12889,"Page, Townsend and Marks",Cloud,Google Cloud,1379248.9,2025-04-29,North,Advance,17,9,97
PO-12890,Roman-Galvan,Consultancy,Process Automation,268233.69,2023-09-18,West,Advance,55,10,87
PO-12891,Turner and Sons,Software,ERP Systems,575766.07,2023-05-18,East,Net 30,17,5,96
PO-12892,Rogers PLC,Software,Licensing,1064895.07,2025-07-07,South,Advance,41,8,63
PO-12893,"Thomas, Simpson and Fletcher",Hardware,Peripherals,1803017.67,2025-02-04,East,On Delivery,12,10,78
PO-12894,"Odonnell, Baker and Jordan",Hardware,Servers,140440.76,2024-10-13,International,Advance,5,8,67
PO-12895,Mcdonald LLC,Cloud,Azure,319606.45,2025-05-06,International,Net 45,59,8,72
PO-12896,"Stone, Alvarez and Suarez",Consultancy,IT Strategy,1522515.62,2024-11-28,East,Net 45,30,8,84
PO-12897,Huynh Group,Software,Cybersecurity,252662.49,2024-11-23,North,Advance,10,8,94
PO-12898,Rhodes-Buckley,Hardware,Peripherals,681988.5,2024-12-03,South,On Delivery,24,10,73
PO-12899,Simpson Ltd,Software,CRM Tools,71036.52,2024-08-13,South,Net 45,41,9,77
PO-12900,"Garcia, Mills and Lopez",Cloud,Private Cloud,1083329.85,2024-09-24,East,Net 45,33,10,61
PO-12901,"Thompson, Jones and Vaughn",Cloud,AWS,885702.94,2023-08-05,North,Advance,34,5,83
PO-12902,"Johnson, Ellis and Snyder",Cloud,Private Cloud,126092.45,2025-03-13,East,On Delivery,39,6,63
PO-12903,Francis PLC,Consultancy,Digital Transformation,1490139.36,2023-07-15,North,Net 45,19,5,77
PO-12904,Webb-Reid,Software,Licensing,1467291.97,2025-04-11,South,On Delivery,59,6,97
PO-12905,Butler-Hall,Consultancy,IT Strategy,1435575.33,2023-01-05,International,Net 30,24,9,95
PO-12906,Miller-Lowery,Hardware,Storage Devices,996597.93,2024-07-17,International,Advance,38,6,91
PO-12907,Powell-Best,Maintenance,Support Services,1084649.75,2023-04-29,East,On Delivery,54,10,79
PO-12908,Spence Group,Hardware,Networking,281280.09,2025-02-19,North,Advance,53,6,75
PO-12909,Patel-Adams,Software,Licensing,374902.06,2024-01-16,International,Net 30,31,10,78
PO-12910,"Krause, Diaz and Kelly",Hardware,Networking,1529433.89,2024-09-20,North,On Delivery,52,9,69
PO-12911,Long and Sons,Cloud,Google Cloud,937889.68,2024-12-05,South,Net 30,54,10,79
PO-12912,Schroeder LLC,Hardware,Storage Devices,1836515.6,2024-01-11,East,On Delivery,12,10,69
PO-12913,"Benjamin, Mendoza and Reynolds",Consultancy,Audit Services,175599.58,2024-07-22,North,On Delivery,59,10,99
PO-12914,Vasquez and Sons,Hardware,Peripherals,1669625.47,2024-10-24,North,Net 45,3,6,62
PO-12915,Ferguson-Gonzalez,Consultancy,IT Strategy,121347.85,2023-07-06,West,Advance,35,8,95
PO-12916,Braun PLC,Hardware,Peripherals,1983561.77,2023-03-01,International,Advance,4,9,94
PO-12917,Mason-Hayes,Maintenance,System Upgrades,216735.25,2024-07-08,South,Net 30,23,10,64
PO-12918,"Lindsey, Wood and Thompson",Hardware,Storage Devices,988218.58,2024-12-08,South,Net 45,34,8,72
PO-12919,Patel PLC,Cloud,Private Cloud,1972550.51,2024-05-14,East,Net 30,27,8,66
PO-12920,"Morgan, Duncan and Murillo",Cloud,AWS,838692.21,2023-10-03,East,Advance,29,8,74
PO-12921,"Duncan, Gutierrez and Tyler",Hardware,Laptops,67379.38,2023-03-22,South,Advance,58,8,61
PO-12922,Schmidt LLC,Maintenance,Training,1921796.03,2023-07-12,West,Net 45,8,9,72
PO-12923,Wood-Malone,Software,Cybersecurity,1896809.89,2025-04-23,West,Net 45,38,9,84
PO-12924,"Rose, Weber and Winters",Software,SaaS Subscriptions,1087145.91,2024-06-24,North,Net 30,52,6,87
PO-12925,Collins-Olson,Software,Licensing,628161.73,2023-10-05,West,On Delivery,57,10,96
PO-12926,"Gonzalez, Gray and Murphy",Maintenance,System Upgrades,966436.19,2024-10-04,West,Net 30,38,6,88
PO-12927,"Taylor, Fox and Mckinney",Cloud,Azure,789494.57,2023-06-22,International,On Delivery,53,7,73
PO-12928,Wolfe Inc,Maintenance,Training,1157907.72,2024-07-30,East,Net 45,40,5,98
PO-12929,"Hall, Johnson and Jones",Cloud,AWS,1312835.56,2025-08-30,East,Net 30,41,9,94
PO-12930,Gray-Salazar,Software,Cybersecurity,391531.41,2024-01-28,East,Net 45,39,5,84
PO-12931,Johnston LLC,Software,SaaS Subscriptions,253642.16,2022-11-25,East,Net 45,6,10,100
PO-12932,White Group,Software,ERP Systems,1928403.65,2025-06-06,North,Net 30,50,7,84
PO-12933,Wallace and Sons,Hardware,Networking,130970.32,2023-09-08,East,Advance,35,7,75
PO-12934,Garcia Group,Software,Licensing,560252.1,2023-01-24,East,Net 45,18,6,98
PO-12935,"Salinas, Hester and Cunningham",Hardware,Servers,1813747.26,2024-11-20,East,Net 30,18,9,87
PO-12936,Mitchell Inc,Consultancy,Digital Transformation,835286.79,2024-03-17,South,On Delivery,20,6,86
PO-12937,"Oliver, Williams and Ware",Cloud,Azure,651833.89,2023-10-13,East,Advance,52,10,86
PO-12938,Perez Group,Cloud,Azure,997290.5,2023-10-08,West,Net 45,38,9,79
PO-12939,"Gonzales, Jackson and Martinez",Consultancy,IT Strategy,1314293.08,2023-09-25,North,Advance,35,7,79
PO-12940,Oconnor-Gonzalez,Maintenance,System Upgrades,1271108.62,2025-01-27,West,On Delivery,53,7,90
PO-12941,Ellis PLC,Hardware,Peripherals,1552371.53,2024-04-10,West,Net 30,43,6,93
PO-12942,"Santiago, Daniel and Valentine",Cloud,Private Cloud,271404.12,2023-01-15,International,Advance,6,6,65
PO-12943,Rodriguez-Mora,Cloud,Private Cloud,1989733.1,2024-11-10,West,On Delivery,26,7,91
PO-12944,Miller and Sons,Hardware,Servers,1068502.76,2023-03-21,South,Net 30,54,6,96
PO-12945,Smith PLC,Software,ERP Systems,640712.35,2023-04-25,East,Net 45,10,10,89
PO-12946,Marquez-Moss,Hardware,Peripherals,1256282.36,2023-02-19,East,On Delivery,3,7,79
PO-12947,"Martinez, Whitaker and King",Consultancy,Audit Services,1545662.62,2025-10-16,International,Advance,35,6,60
PO-12948,Taylor-Taylor,Hardware,Servers,791638.53,2024-11-14,International,Advance,55,10,62
PO-12949,Mitchell Ltd,Software,Licensing,1691332.49,2025-07-21,North,Advance,14,7,73
PO-12950,Avery Inc,Maintenance,System Upgrades,1494136.42,2023-12-19,South,Net 30,3,7,98
PO-12951,"Neal, Jackson and Taylor",Software,CRM Tools,912706.61,2025-09-27,South,Advance,26,10,94
PO-12952,Johnston-Ho,Software,SaaS Subscriptions,1974999.03,2025-01-12,International,Net 45,38,10,81
PO-12953,Cameron-Fry,Consultancy,Process Automation,1015581.16,2022-12-20,East,On Delivery,43,7,85
PO-12954,Young-Mccall,Software,SaaS Subscriptions,1236803.47,2023-11-01,North,Net 45,50,7,93
PO-12955,Bradley-Arnold,Maintenance,Training,804350.16,2023-06-21,North,Net 30,42,5,95
PO-12956,Williams-Cunningham,Maintenance,System Upgrades,1642975.99,2025-04-24,North,Advance,19,7,88
PO-12957,"Smith, Woods and Pierce",Software,Cybersecurity,1402030.65,2023-01-23,South,Net 30,57,8,94
PO-12958,Garcia-Tate,Cloud,Google Cloud,411631.23,2025-09-17,West,Net 30,56,10,68
PO-12959,Duncan and Sons,Cloud,Google Cloud,1049209.93,2025-07-19,West,On Delivery,53,5,69
PO-12960,"Walsh, Roy and Young",Maintenance,Repair,1371175.1,2023-04-22,East,Net 45,16,8,65
PO-12961,"Harris, Hicks and Martinez",Cloud,AWS,1688850.83,2024-03-29,North,Advance,43,10,87
PO-12962,Jones and Sons,Software,ERP Systems,1209320.93,2025-03-24,International,Net 45,34,10,73
PO-12963,"Johnson, Mejia and Frey",Software,ERP Systems,328610.98,2025-02-20,South,Net 45,28,8,95
PO-12964,Holland Group,Cloud,Google Cloud,183102.13,2023-08-26,North,On Delivery,10,7,87
PO-12965,Silva PLC,Hardware,Laptops,1392407.19,2024-04-09,West,Net 30,57,7,87
PO-12966,Andersen Group,Consultancy,IT Strategy,887824.89,2024-03-11,South,Advance,20,7,84
PO-12967,Ramos-Martin,Software,Cybersecurity,327497.82,2025-07-26,East,Net 45,53,6,77
PO-12968,Fitzpatrick PLC,Software,SaaS Subscriptions,1144793.35,2024-03-09,West,On Delivery,6,5,63
PO-12969,"Matthews, Elliott and Howard",Software,Licensing,887451.28,2023-10-21,North,Net 30,30,8,63
PO-12970,"Christensen, Fisher and Miller",Software,SaaS Subscriptions,1720182.62,2025-06-23,West,Net 30,52,6,98
PO-12971,Small-Pratt,Maintenance,Support Services,661189.98,2025-01-12,West,On Delivery,12,9,90
PO-12972,"Thompson, Hammond and Durham",Hardware,Storage Devices,1131561.56,2023-08-01,South,On Delivery,7,8,68
PO-12973,"Morgan, Wright and Wilkinson",Hardware,Networking,162843.86,2024-01-13,South,Net 30,25,8,95
PO-12974,"Freeman, Novak and Sharp",Cloud,Azure,1100312.2,2023-05-20,North,Net 30,10,8,66
PO-12975,Simpson and Sons,Hardware,Servers,433544.73,2023-02-24,North,Net 30,57,5,81
PO-12976,"Moore, Hebert and Davis",Consultancy,Digital Transformation,1720696.05,2024-07-31,West,Advance,47,10,73
PO-12977,"Mahoney, Randolph and Allen",Hardware,Peripherals,925201.69,2023-07-18,West,Advance,40,10,88
PO-12978,Anderson-Nichols,Consultancy,Process Automation,368568.61,2023-12-06,West,Net 30,53,6,80
PO-12979,"Black, Mcclain and Gordon",Maintenance,Training,762447.93,2024-09-04,West,On Delivery,30,6,76
PO-12980,"Johnson, Morrow and Hernandez",Consultancy,Process Automation,52274.89,2024-05-26,East,On Delivery,49,8,99
PO-12981,Johnson PLC,Software,Cybersecurity,893689.1,2023-12-23,South,Advance,31,5,63
PO-12982,Short LLC,Cloud,Azure,1615525.44,2023-12-11,North,Net 30,16,9,63
PO-12983,"Medina, Leonard and Ramsey",Maintenance,Training,1334756.91,2024-07-07,South,Net 30,26,6,74
PO-12984,Barnes PLC,Maintenance,System Upgrades,1481352.1,2022-12-30,North,On Delivery,19,9,72
PO-12985,Brock Group,Hardware,Storage Devices,1658116.83,2025-08-23,South,Net 30,26,7,80
PO-12986,"Hawkins, Hudson and Fernandez",Consultancy,Process Automation,957114.9,2025-06-10,West,On Delivery,35,6,86
PO-12987,Soto LLC,Maintenance,Training,1105471.28,2023-06-27,South,On Delivery,44,7,64
PO-12988,"Wilson, Estrada and Black",Hardware,Peripherals,287060.18,2025-08-25,International,On Delivery,40,9,89
PO-12989,Fields-Alvarez,Hardware,Servers,72482.85,2023-04-29,International,Net 45,37,7,99
PO-12990,Hanna Group,Maintenance,Support Services,459722.88,2022-12-22,East,Net 45,23,10,62
PO-12991,"Morris, Austin and Powell",Maintenance,Training,1032299.48,2024-11-06,East,Net 30,15,5,61
PO-12992,Marshall LLC,Software,SaaS Subscriptions,242142.2,2025-07-05,South,On Delivery,33,9,65
PO-12993,"Rivera, Carter and Jordan",Hardware,Servers,1082227.72,2025-07-04,South,On Delivery,56,6,95
PO-12994,"Mcdonald, Rodriguez and Singleton",Hardware,Peripherals,52957.38,2024-10-03,South,Net 30,11,9,78
PO-12995,"Guerrero, Walker and Walker",Software,Cybersecurity,1365139.77,2025-05-02,North,Net 45,12,6,83
PO-12996,Fisher-Moore,Cloud,Azure,1524564.44,2024-01-02,East,Net 30,25,10,68
PO-12997,"Mclaughlin, Smith and Perkins",Cloud,Google Cloud,168120.41,2025-09-24,South,Advance,21,5,60
PO-12998,Krause-Goodwin,Hardware,Storage Devices,1117104.8,2025-03-10,West,Advance,40,6,99
PO-12999,Sanders-Smith,Cloud,Google Cloud,1028949.27,2024-10-16,International,On Delivery,15,6,98
PO-13000,Wright Inc,Software,Cybersecurity,93069.85,2024-01-31,East,Net 45,20,5,69
PO-13001,Wise Inc,Maintenance,Training,1876285.1,2025-03-12,International,Net 30,40,6,85
PO-13002,Johnson Inc,Maintenance,Training,764051.48,2023-12-04,East,Net 30,49,7,98
PO-13003,"Dawson, Serrano and Washington",Consultancy,IT Strategy,1242660.97,2024-03-31,West,Advance,33,6,62
PO-13004,Sherman-Huynh,Hardware,Networking,624750.87,2025-04-20,West,Net 30,39,8,70
PO-13005,Moore Inc,Cloud,Google Cloud,538126.66,2025-07-19,West,Net 45,12,8,98
PO-13006,Brown LLC,Consultancy,Audit Services,878112.34,2024-03-20,West,On Delivery,54,10,71
PO-13007,Wilson-Stark,Cloud,AWS,1806607.55,2023-10-03,East,On Delivery,15,9,97
PO-13008,Reed LLC,Software,Cybersecurity,949492.98,2024-03-31,East,Net 30,23,6,89
PO-13009,"Walker, Johnson and Rosario",Cloud,AWS,471542.23,2024-12-21,North,Net 30,47,8,72
PO-13010,Rose-Pearson,Hardware,Servers,1477831.91,2022-11-25,East,Net 30,32,7,95
PO-13011,Villanueva-Wong,Hardware,Laptops,340094.99,2025-09-19,West,On Delivery,5,8,67
PO-13012,Bridges-Gibson,Consultancy,Process Automation,1545946.57,2023-02-25,West,Net 45,47,7,97
PO-13013,Mclaughlin-Vasquez,Cloud,Azure,438297.67,2024-09-22,South,Advance,45,8,60
PO-13014,Collins-Meyer,Software,CRM Tools,1613140.7,2025-06-26,North,On Delivery,26,5,99
PO-13015,"Stevenson, Lozano and Davis",Consultancy,Digital Transformation,357417.5,2023-07-10,South,Advance,55,7,86
PO-13016,Sharp-Anderson,Hardware,Peripherals,1701207.77,2023-01-09,International,Net 45,36,7,61
PO-13017,Ward-Ford,Consultancy,Digital Transformation,489155.61,2025-03-02,South,Advance,22,5,90
PO-13018,Martin-Smith,Consultancy,Digital Transformation,1683862.98,2023-11-11,North,Net 45,15,8,89
PO-13019,Mays Ltd,Hardware,Laptops,970827.91,2023-02-17,West,Advance,38,5,87
PO-13020,"Turner, Williams and Duke",Maintenance,System Upgrades,449483.78,2025-01-25,International,Net 30,14,6,74
PO-13021,Nguyen LLC,Hardware,Storage Devices,1683861.78,2024-10-29,North,On Delivery,50,9,98
PO-13022,"Wilson, Lopez and Fitzgerald",Consultancy,IT Strategy,1055832.09,2025-10-07,West,On Delivery,6,5,95
PO-13023,Melendez-Daniels,Hardware,Storage Devices,64551.73,2024-04-11,South,Net 30,53,9,75
PO-13024,Lloyd-Mcclain,Cloud,AWS,1006483.04,2024-05-29,East,Net 45,4,9,60
PO-13025,"Hoffman, Brown and Boyd",Consultancy,IT Strategy,63258.56,2024-12-04,West,Net 30,39,5,93
PO-13026,"Braun, Medina and Mack",Cloud,Google Cloud,583905.49,2024-11-10,South,Net 30,46,6,70
PO-13027,Anderson PLC,Hardware,Servers,985159.07,2025-01-14,International,Net 45,60,7,99
PO-13028,Santos LLC,Software,CRM Tools,673699.7,2023-12-26,International,Net 30,54,7,64
PO-13029,West-Rose,Hardware,Servers,156503.78,2024-09-25,South,On Delivery,56,9,72
PO-13030,Barrett-Rodriguez,Consultancy,IT Strategy,1238406.99,2024-04-22,East,On Delivery,3,6,99
PO-13031,Ramos LLC,Software,SaaS Subscriptions,1845380.66,2022-11-09,West,Net 30,29,7,76
PO-13032,Hall-Armstrong,Hardware,Networking,237001.38,2023-03-28,South,Net 30,41,6,90
PO-13033,Morgan-Moore,Maintenance,Repair,1340493.46,2023-01-20,East,On Delivery,49,10,88
PO-13034,Walton PLC,Consultancy,Digital Transformation,989059.95,2025-02-16,South,Net 30,19,9,71
PO-13035,Diaz LLC,Cloud,AWS,1183439.3,2025-03-26,East,Advance,15,7,81
PO-13036,Brown-Esparza,Software,Cybersecurity,902268.05,2023-07-13,West,Net 30,31,7,93
PO-13037,"Adams, Russell and Marquez",Hardware,Peripherals,750199.8,2025-04-09,East,Net 45,58,8,88
PO-13038,"Solomon, Jones and Giles",Software,ERP Systems,1721067.65,2023-05-30,South,On Delivery,37,5,71
PO-13039,"Moreno, Lopez and Houston",Consultancy,Process Automation,1525790.5,2023-08-11,West,Net 30,7,9,69
PO-13040,Rogers Ltd,Maintenance,System Upgrades,168765.93,2023-05-08,West,On Delivery,11,6,84
PO-13041,Stewart-Kelley,Software,Cybersecurity,1893300.32,2024-05-22,North,Net 30,14,9,83
PO-13042,Johnson LLC,Hardware,Peripherals,426804.04,2023-12-08,East,On Delivery,22,7,93
PO-13043,Salazar Group,Consultancy,Digital Transformation,1419595.16,2025-02-11,South,On Delivery,32,5,76
PO-13044,"Cohen, Thomas and Carlson",Hardware,Networking,506810.88,2024-02-18,North,Net 30,27,8,76
PO-13045,"Brock, Lee and Cruz",Consultancy,IT Strategy,1872914.19,2025-10-24,East,On Delivery,32,10,91
PO-13046,"Hanna, Morrow and Smith",Hardware,Peripherals,1377241.21,2023-01-22,International,Advance,35,7,76
PO-13047,Curtis-Parks,Hardware,Servers,1387762.41,2025-03-13,South,Net 45,56,6,72
PO-13048,West PLC,Cloud,Google Cloud,81827.48,2025-05-02,East,On Delivery,29,7,92
PO-13049,Potter PLC,Maintenance,Support Services,1015286.4,2022-11-23,International,Net 30,11,9,61
PO-13050,Porter-Mendoza,Software,CRM Tools,809618.32,2024-12-04,West,Advance,15,10,71
PO-13051,Barron Ltd,Maintenance,Repair,581939.18,2025-09-09,North,Advance,6,5,95
PO-13052,Young-Ferrell,Cloud,AWS,1954957.17,2024-08-14,South,Advance,55,5,87
PO-13053,Fisher-Harris,Software,Licensing,1581914.34,2025-10-22,South,On Delivery,32,5,63
PO-13054,"Callahan, Macdonald and Padilla",Software,Licensing,88954.57,2025-05-03,North,Net 30,47,10,82
PO-13055,Johnson-Sims,Cloud,Private Cloud,502529.8,2023-11-17,International,On Delivery,58,7,60
PO-13056,Wright-Miller,Software,CRM Tools,303108.19,2023-04-08,International,Net 45,24,6,87
PO-13057,Manning-Anderson,Hardware,Laptops,1944126.88,2024-04-11,West,On Delivery,37,9,83
PO-13058,Tapia PLC,Consultancy,IT Strategy,1216389.35,2025-03-15,South,Advance,29,5,84
PO-13059,Cervantes-Garcia,Cloud,Private Cloud,1594851.77,2023-07-31,North,On Delivery,22,10,61
PO-13060,Ramos-Johnson,Consultancy,Digital Transformation,593449.67,2024-08-17,South,Net 30,16,8,95
PO-13061,West Ltd,Maintenance,Training,841891.23,2024-12-01,East,On Delivery,47,9,70
PO-13062,Rivera Inc,Consultancy,Audit Services,122213.81,2024-12-07,West,Net 45,33,10,94
PO-13063,"Stewart, Howard and Young",Cloud,Google Cloud,1085273.83,2025-03-14,East,Net 45,22,8,98
PO-13064,Collins Ltd,Consultancy,IT Strategy,1890169.6,2024-05-16,West,Net 45,55,9,89
PO-13065,Parker-Gilmore,Consultancy,Audit Services,217153.22,2024-12-31,East,Net 30,8,10,95
PO-13066,Vargas and Sons,Software,CRM Tools,1102523.81,2022-12-11,South,Advance,9,9,97
PO-13067,Johnson Inc,Hardware,Servers,1685524.55,2024-10-08,International,Net 45,15,8,83
PO-13068,Duncan Inc,Cloud,Private Cloud,577810.23,2024-06-03,International,On Delivery,18,6,72
PO-13069,Blake Ltd,Consultancy,Process Automation,1296326.3,2025-04-21,East,Net 45,39,10,99
PO-13070,Delgado and Sons,Cloud,Private Cloud,84278.37,2023-11-05,South,Net 45,23,5,63
PO-13071,Livingston Ltd,Consultancy,IT Strategy,1412429.3,2024-01-05,West,On Delivery,49,10,76
PO-13072,"Frank, Wood and Price",Software,Licensing,441002.35,2024-11-08,West,Net 30,3,8,66
PO-13073,"Freeman, Watts and Richardson",Consultancy,IT Strategy,1536468.74,2023-08-16,International,Advance,12,6,77
PO-13074,Rojas-Anderson,Hardware,Storage Devices,1207203.55,2024-04-20,International,On Delivery,44,7,90
PO-13075,Gibson-Castillo,Consultancy,Audit Services,1803689.38,2025-02-27,International,On Delivery,45,7,82
PO-13076,Pennington Ltd,Consultancy,Audit Services,1772688.55,2024-01-15,North,Advance,12,6,100
PO-13077,Kelly and Sons,Consultancy,Digital Transformation,1893295.45,2023-08-06,South,Advance,7,8,80
PO-13078,Bell LLC,Cloud,AWS,1058078.05,2025-07-08,North,On Delivery,43,8,86
PO-13079,"Wolfe, Sharp and Carr",Consultancy,Digital Transformation,966006.74,2024-04-08,International,Net 45,37,7,95
PO-13080,Barnes-Gates,Cloud,AWS,1112192.32,2023-10-13,East,Advance,55,5,82
PO-13081,"Harrell, Weber and Johnson",Consultancy,Process Automation,1451997.67,2025-04-28,International,Net 45,38,8,64
PO-13082,Schmidt-Ford,Cloud,Azure,684340.73,2023-06-05,North,Advance,3,5,79
PO-13083,Hopkins Group,Software,Licensing,589784.84,2024-09-04,International,Net 30,33,8,99
PO-13084,Lewis-Garza,Consultancy,Digital Transformation,169675.18,2023-04-07,West,Net 45,34,7,79
PO-13085,Collier LLC,Software,Cybersecurity,1880175.94,2023-08-12,East,On Delivery,21,6,69
PO-13086,"Robinson, Nelson and Rogers",Hardware,Laptops,1239661.62,2023-04-06,International,On Delivery,54,9,71
PO-13087,Leonard Inc,Cloud,Private Cloud,943073.21,2025-07-06,East,Advance,57,8,61
PO-13088,Edwards PLC,Cloud,AWS,1243973.67,2025-09-07,East,Net 30,48,5,66
PO-13089,Shah-Cross,Consultancy,Digital Transformation,1393229.68,2024-01-22,International,Net 45,57,10,82
PO-13090,Arellano-Howard,Hardware,Laptops,1143012.27,2025-03-10,International,On Delivery,50,5,75
PO-13091,"Cabrera, Kramer and Montgomery",Hardware,Servers,405898.44,2025-04-26,South,On Delivery,6,9,63
PO-13092,"Medina, Jordan and Avila",Hardware,Networking,1796350.74,2023-01-14,South,Net 30,43,10,78
PO-13093,"Powell, Green and Jones",Software,CRM Tools,142615.05,2022-11-15,International,On Delivery,37,8,88
PO-13094,Kelley-Bradley,Hardware,Servers,1612076.62,2023-12-05,East,Net 30,33,6,82
PO-13095,"Swanson, Woods and Peters",Maintenance,Support Services,364988.22,2025-06-05,International,Net 45,34,5,72
PO-13096,Jones-Henson,Software,Cybersecurity,1876220.65,2025-04-11,South,Net 45,53,8,99
PO-13097,"Clark, Gomez and Welch",Hardware,Peripherals,193299.29,2024-07-19,International,Net 45,11,8,60
PO-13098,Shannon PLC,Software,SaaS Subscriptions,1772691.14,2025-05-17,South,On Delivery,37,5,67
PO-13099,Lewis-King,Software,SaaS Subscriptions,971351.34,2024-09-22,International,On Delivery,22,7,90
PO-13100,Kelly-Patrick,Cloud,Private Cloud,1201128.49,2024-12-04,South,Advance,4,6,98
PO-13101,Joseph-Lawson,Cloud,Google Cloud,1402761.77,2025-10-07,South,Advance,54,5,81
PO-13102,"Lawson, Smith and Gonzalez",Cloud,Azure,475269.04,2023-05-22,East,Net 30,14,8,91
PO-13103,Franklin Group,Hardware,Peripherals,104641.85,2023-03-07,North,Advance,21,8,70
PO-13104,Leonard-Garcia,Consultancy,Audit Services,306468.35,2024-04-08,International,Net 45,9,5,71
PO-13105,Wallace-Robinson,Software,CRM Tools,741750.33,2024-03-27,North,Net 30,6,10,96
PO-13106,Wells-Collins,Software,ERP Systems,1476958.36,2024-09-26,West,Net 45,26,6,81
PO-13107,Fields-Melendez,Software,ERP Systems,1583986.41,2023-12-29,South,On Delivery,47,5,62
PO-13108,Harrison-Gates,Software,SaaS Subscriptions,1584721.52,2024-09-09,South,Net 30,43,6,60
PO-13109,Davis LLC,Maintenance,System Upgrades,1995306.2,2024-07-25,South,Advance,20,6,62
PO-13110,Gibson-Stephens,Software,Licensing,1176712.28,2024-10-23,East,Net 45,3,5,82
PO-13111,"Martinez, Hines and Gardner",Software,Licensing,462621.9,2025-08-21,North,On Delivery,43,6,98
PO-13112,"Norton, Stuart and Higgins",Hardware,Laptops,1436128.57,2023-09-08,West,Net 45,47,8,94
PO-13113,"Flores, Hogan and Noble",Consultancy,Audit Services,105962.79,2024-10-19,South,Net 45,9,7,94
PO-13114,Leblanc Group,Cloud,AWS,1878941.51,2023-10-05,North,Net 45,40,8,71
PO-13115,Watson LLC,Cloud,Azure,286405.33,2025-06-11,International,Advance,8,5,92
PO-13116,Hernandez-Harris,Cloud,Azure,303741.34,2024-10-20,West,Net 30,56,8,91
PO-13117,"Savage, Vega and Flores",Consultancy,Audit Services,335947.87,2025-03-18,International,Net 30,46,6,93
PO-13118,Dixon Ltd,Cloud,Private Cloud,1394025.19,2022-12-17,North,Net 30,3,10,87
PO-13119,Chapman-Chambers,Consultancy,Process Automation,778652.93,2023-03-25,East,Net 45,17,10,92
PO-13120,"Bailey, Odonnell and Sanders",Consultancy,Audit Services,1126082.17,2025-07-20,International,On Delivery,51,8,76
PO-13121,Williams PLC,Cloud,Azure,1554898.39,2023-03-02,North,Advance,20,5,60
PO-13122,Weaver-Stewart,Software,CRM Tools,671455.81,2025-01-16,International,Net 45,18,8,81
PO-13123,Contreras Inc,Software,ERP Systems,1805560.48,2024-12-17,West,Net 45,4,7,76
PO-13124,Freeman-Fleming,Cloud,AWS,578409.34,2025-05-10,South,Net 30,45,9,99
PO-13125,Martinez and Sons,Hardware,Laptops,1121061.34,2024-03-05,East,Net 30,55,7,91
PO-13126,Johnson and Sons,Consultancy,Audit Services,1879528.95,2025-05-14,North,Net 30,26,9,71
